proof_id	result_id	proof_goal_id	proof_method	path	sha256	formal_statement_sha256	claim_sha256	foundation_dependencies	result_dependencies	python_replay_status
CALC-R04.FRONTIER.02.PROOF	CALC-R04	CALC-R04.FRONTIER.02	ExactFiniteComputationProof	formal/proofs/CALC-R04.FRONTIER.02.mathematical.json	074b220e904b832924a293015aa10127412c751917149f0413ee0ad9d388f7db	6a97553125a9f4a3c38dbb80e299703f1ace7f919e21bb19dd2b4f636c3a0100	d8d2df3850b868ab191c9e73f91c4a16ac5a2f28cd4903e926347998e648b6f6	FOUND-FINITE-001		PASS
CALC-R04.SURJECTIVITY.01.PROOF	CALC-R04	CALC-R04.SURJECTIVITY.01	ExactFiniteComputationProof	formal/proofs/CALC-R04.SURJECTIVITY.01.mathematical.json	bec82915d1518052bffb270774c2ac48278e5a0878d3db563ebac8e5fc7bb8e0	6a97553125a9f4a3c38dbb80e299703f1ace7f919e21bb19dd2b4f636c3a0100	4ce589f53357fa3d0ce2df82fb9999118f5bbe5c033a5b10fec16a980d3d0540	FOUND-FINITE-001		PASS
CALC-R05.ORBIT.01.PROOF	CALC-R05	CALC-R05.ORBIT.01	ExactFiniteComputationProof	formal/proofs/CALC-R05.ORBIT.01.mathematical.json	08df1ba23623de46d65aa3923875f8781feadeb3654059a92ad5e35e0bd53717	2667bb63c33827f123f34e93224557ad08ed8282fff1b3c55cb5f831a58d0874	f07f58996e864684799f33be3cd8c881f5c8344cef75832bfe0510d2599785e3	FOUND-FINITE-001		PASS
CALC-R06.ORBITS.01.PROOF	CALC-R06	CALC-R06.ORBITS.01	ExactFiniteComputationProof	formal/proofs/CALC-R06.ORBITS.01.mathematical.json	c12e6761b06da9d4033177f7c803e7901416c2b66713a45e08029e44940fcf68	26c55ccdeee730941a66f403053564f7c22c93b943da53ee7913e92e74caa3ba	fdfa0a23f563437b4aafeac1b1d3d2be5fda3634027c5df19bab1eefd33f8a30	FOUND-FINITE-001		PASS
CALC-R07.OUTBOUND.01.PROOF	CALC-R07	CALC-R07.OUTBOUND.01	ExactFiniteComputationProof	formal/proofs/CALC-R07.OUTBOUND.01.mathematical.json	83ac744cdd693af96dda09e6ec1748f6ad5753b67377c86d83dcc2b12363fc9d	de1abcb39f7c26f26b2f4232bb7ac8d503b7a2bbb2722ecdd6671fa79bd7483e	f1bdedd070a7321e56cb5a98190362f9bcb1e3d6b272e7230be7b1672bcd655a	FOUND-FINITE-001		PASS
CALC-R08.STATUS.01.PROOF	CALC-R08	CALC-R08.STATUS.01	ExactFiniteComputationProof	formal/proofs/CALC-R08.STATUS.01.mathematical.json	5ea556115edbd573222a4e75b9dd462cc1c5c9a5cc3725c88e838ff80eec258a	8856b18b8b5fb3251271ba82e509339fe55c5bff78c028f3917b174c569d4308	31dffd30e7d15bda90fbae4627ef63da0b9f7c7c6ec839868165379510f66d22	FOUND-FINITE-001		PASS
CALC-R09.MASS.01.PROOF	CALC-R09	CALC-R09.MASS.01	ExactFiniteComputationProof	formal/proofs/CALC-R09.MASS.01.mathematical.json	d79e57a4114742a9cf3bbf593d5fb560e65e46557ceae13d19ab4f6f194c05f5	1101537f92f0ab8c124b0151677f4e5c379d7288bed28b7342029e982d0b647c	102ca93a6e470cbc2c3a7a0f82672ad5cd95f4c0f6b99aabdb082a47dd215ce0	FOUND-FINITE-001		PASS
CALC-R10.CYCLE.01.PROOF	CALC-R10	CALC-R10.CYCLE.01	ExactFiniteComputationProof	formal/proofs/CALC-R10.CYCLE.01.mathematical.json	591a1be87cbea4a0f8f6be5f2556eb6460e6f82246f4cb76e2fe7671aec5687b	244e9b9fa58bd321ca67eea82759c70ea43929145ab3a84df757e2c477704d80	93ea2ab816de8e0fc4494097c66e896d6cea9db9be4350b2cc751de5e4abfb29	FOUND-FINITE-001		PASS
CALC-R11.FIBRE.01.PROOF	CALC-R11	CALC-R11.FIBRE.01	ExactFiniteComputationProof	formal/proofs/CALC-R11.FIBRE.01.mathematical.json	e137715be8100b789f843b68ea7364b3302ff9db35f27d60ea6f0c8bb778736b	6d3fe1eef5d390df53e05f322362322a83fe793486d3feb7d98d0850ce6bb7d1	b16e21ea65513fd0b6f28fc277ccdde1d651a365de625ac2eb3e962e1160f464	FOUND-FINITE-001		PASS
CALC-R12.SERIES.01.PROOF	CALC-R12	CALC-R12.SERIES.01	GeometricSeriesProof	formal/proofs/CALC-R12.SERIES.01.mathematical.json	fa600febbc4a5abcc685aa3f112718d69effe331bef8c7eed67995daa1ff7575	383e649afef1468cfd4916e07e4bfbfc3160d2a0fa1d75d627e23f7801ea9410	0a42a210acf6193ad7134ceeee86eb1fb67f62387c92f2ab089377be9b13e4a9	FOUND-REAL-001;FOUND-LIMIT-001		PASS
CALC-R13.MISMATCH.01.PROOF	CALC-R13	CALC-R13.MISMATCH.01	ExactFiniteComputationProof	formal/proofs/CALC-R13.MISMATCH.01.mathematical.json	90f6d2bcdaa7478a0c9fd95f755447015258bb8dba947f539cadabe5439c94f1	92a76606d7bdee95d7032a8af8211b27c8032a1d9eeaff288c9869fb0356e689	dfde8d288dc29cd80dd79e7fcd0f80ee66f346726f7d86172baec9172356e8b0	FOUND-FINITE-001		PASS
CALC-R14.BELL.01.PROOF	CALC-R14	CALC-R14.BELL.01	ExactFiniteComputationProof	formal/proofs/CALC-R14.BELL.01.mathematical.json	e513a159595b8e3efc994a6fffbf658cad3b6bc6bb6143cb968e498c6d8bc160	433ee8da5c7a3c371ca8470c1ec307248d4387ec6512986a45ceb6297bd28382	3d3bfe76cb4aa80a5dab2116d45da31b0b744df0e12339633510d0de6fc8f9a7	FOUND-FINITE-001		PASS
CALC-R15.EXTERNAL.01.PROOF	CALC-R15	CALC-R15.EXTERNAL.01	ExactFiniteComputationProof	formal/proofs/CALC-R15.EXTERNAL.01.mathematical.json	18b6c568c8770c65df8ec1ff57707ab84b3638e25776f401dc79b897c20cb8f0	c79c6ff300b75f778f47bf65b53d3e5254748b91a6137736bee703647442118e	b11da8a1f5d0df1427dc8f8f204492a68be40f7c536c6132b275c9e9f3fb0c47	FOUND-FINITE-001		PASS
CHG-B1.CONVEX.03.SEMANTIC.PROOF	CHG-B1	CHG-B1.CONVEX.03	SemanticDerivationProof	formal/proofs/CHG-B1.CONVEX.03.mathematical.json	7a6585c9d57e15ac01471488b90d2c6b9fd698b10019edf47ed5a69205a2915b	7f262044bbadce98672029070f82f6587f3eeceb42d016c5f4be45055d8fd800	09bbd88422d223fc0a320c20dbec44ab3bde6917ecb751063aa9fac3d731b73a	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B1.METAPROOF.LEAN.PROOF	CHG-B1	CHG-B1.METAPROOF	LeanKernelProof	formal/proofs/CHG-B1.METAPROOF.mathematical.json	bc33b957b3b17e030bccfbd918a50afc99206ec3a6e8f4dc66e7f4f8f8cc9911	7f262044bbadce98672029070f82f6587f3eeceb42d016c5f4be45055d8fd800	db09876e44cffbc7ce5cb826a99b0259aeee317e8d1ef6615e0c076091c2757f	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B1.RUNMIN.01.SEMANTIC.PROOF	CHG-B1	CHG-B1.RUNMIN.01	SemanticDerivationProof	formal/proofs/CHG-B1.RUNMIN.01.mathematical.json	f786ae1f7bf41c9ff656eb8763dc044a8ddad2f166b6f4b6f42765beb5285e12	7f262044bbadce98672029070f82f6587f3eeceb42d016c5f4be45055d8fd800	af3ee39c2d4737b5384faa1a71c282e19c43ade60f8d0a5b7e723ed77c1caf1d	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B1.SIMPLEX.02.SEMANTIC.PROOF	CHG-B1	CHG-B1.SIMPLEX.02	SemanticDerivationProof	formal/proofs/CHG-B1.SIMPLEX.02.mathematical.json	aecd45b7dacb4c79e861313fd14921c0b66a84e73cacf8b577979a4457c0f11c	7f262044bbadce98672029070f82f6587f3eeceb42d016c5f4be45055d8fd800	f68af52c1f9b3f6b102cca9e21ee653d6dd6d85cba71830eb70bf7a4984186ef	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B10.BOUNDARY.03.SEMANTIC.PROOF	CHG-B10	CHG-B10.BOUNDARY.03	SemanticDerivationProof	formal/proofs/CHG-B10.BOUNDARY.03.mathematical.json	c9fa13fe8de58f0c03785835473e5a3de2e9c78ff3b424cb70b8e9081b080b85	3d7417072909554aa90bf8c65822d4435b02419ae2b38bae7d042e198708ff98	2040e07fab0d28b362e9a027c88552b4b84dfceebe75541beb6d90bc322bb302	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B10.EXTENSION.02.SEMANTIC.PROOF	CHG-B10	CHG-B10.EXTENSION.02	SemanticDerivationProof	formal/proofs/CHG-B10.EXTENSION.02.mathematical.json	dd64320e87fd2d1a52a26aa34f505b8da4be15b3d9087d476924e30b7a3e1dd0	3d7417072909554aa90bf8c65822d4435b02419ae2b38bae7d042e198708ff98	f556115c1490101630765b3f1ec0696700a4db22a3d7471adec1296220ca648c	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B10.METAPROOF.LEAN.PROOF	CHG-B10	CHG-B10.METAPROOF	LeanKernelProof	formal/proofs/CHG-B10.METAPROOF.mathematical.json	004a97a862c8b5b4adf712a3bb5ad0aefcd9d10b999f66e8f10c89341220d74d	3d7417072909554aa90bf8c65822d4435b02419ae2b38bae7d042e198708ff98	08c2516aae117bbc0ff71329c6a800ab01e3c199de01e7601e954a3f73e19810	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B10.MONOTONE.01.SEMANTIC.PROOF	CHG-B10	CHG-B10.MONOTONE.01	SemanticDerivationProof	formal/proofs/CHG-B10.MONOTONE.01.mathematical.json	503160e43f593c9c123b3e5be7e0027b66a078fa38abde7021d6d438d2e82073	3d7417072909554aa90bf8c65822d4435b02419ae2b38bae7d042e198708ff98	210be2d4bd8e79fe8d9201c11d66b9ed58e25ded7d3afabf18d67716687d94f0	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B11.METAPROOF.LEAN.PROOF	CHG-B11	CHG-B11.METAPROOF	LeanKernelProof	formal/proofs/CHG-B11.METAPROOF.mathematical.json	1e018a22b01d4a02decbd1813a502c18a0e27b3699c30372864b8e726a8b70e7	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	c22b62fc2c2b3bd3065fc8c3a664c7fb49fef334e74bbb15f0201aa7ae94f3e7	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B11.PHASE.01.SEMANTIC.PROOF	CHG-B11	CHG-B11.PHASE.01	SemanticDerivationProof	formal/proofs/CHG-B11.PHASE.01.mathematical.json	e7c5a7326520d694f6d52d32cb64310ef962fb3cf32540d4ca8b092a3ea78ab6	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	b9b692ae08b165889e8c9210d3c33ac345ee801c510cf0ed8fda888609f59b70	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B11.RATIO.02.SEMANTIC.PROOF	CHG-B11	CHG-B11.RATIO.02	SemanticDerivationProof	formal/proofs/CHG-B11.RATIO.02.mathematical.json	fa4a81b27b085f0728dfeaa1e9df3dde00bdcc3fb94713db3b062fadb9bbbbe2	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	f31f7770dcaedef5ef4a09cc21b2ca1535c79c7370cd2a9fecbf7af79e85ac38	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B11.SCALE.04.SEMANTIC.PROOF	CHG-B11	CHG-B11.SCALE.04	SemanticDerivationProof	formal/proofs/CHG-B11.SCALE.04.mathematical.json	b84ce435c8d6a0baa58e88af13323f339a705a03d999e1b0268730c242251b19	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	c38e79e032515900f227f06691a35b67d8fd4fa286dc525ed11953f0dd881422	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B11.TRIPLE.03.SEMANTIC.PROOF	CHG-B11	CHG-B11.TRIPLE.03	SemanticDerivationProof	formal/proofs/CHG-B11.TRIPLE.03.mathematical.json	babc85953e2f87ba8f404b37ef4bca91edc0b1187d6d5b2eb58c9832fa6240cc	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	e1d6e5b3319e080147493ad791008d78a2a8bc02758ab8688eff7e83995b5ead	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B12.DENOMINATOR.02.SEMANTIC.PROOF	CHG-B12	CHG-B12.DENOMINATOR.02	SemanticDerivationProof	formal/proofs/CHG-B12.DENOMINATOR.02.mathematical.json	2d001ab8138ae75c42cfdd351a1341e66ef68f9d3e38ef370b61a4989b052583	f6a38e7f1b736882a25e9aa8d0fa647db29304efa79f19f37ec7b68965df6aaf	9f2e3c8c0443b240373c1a57a131d8526818d0da5ca56b0e6edf52f5052f1463	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B12.METAPROOF.LEAN.PROOF	CHG-B12	CHG-B12.METAPROOF	LeanKernelProof	formal/proofs/CHG-B12.METAPROOF.mathematical.json	e2f072b34fab9ea382625b86a1bbb9d7540c79d77b8065be20880e3fdeab2100	f6a38e7f1b736882a25e9aa8d0fa647db29304efa79f19f37ec7b68965df6aaf	e848214ed659962d8f8fd756bbd0774589f1717bcbbe6bfcc0048aba048b5399	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B12.SEQUENCE.01.SEMANTIC.PROOF	CHG-B12	CHG-B12.SEQUENCE.01	SemanticDerivationProof	formal/proofs/CHG-B12.SEQUENCE.01.mathematical.json	9be83513ec18edb24c21ed99b4d5aaba8a1f7a0f60327818f877e79202d17d3d	f6a38e7f1b736882a25e9aa8d0fa647db29304efa79f19f37ec7b68965df6aaf	503227d4b6d915e8a95e0b1335a3cff253962fa67e5cb953d8659615c02a9873	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B13.DENSITY.02.SEMANTIC.PROOF	CHG-B13	CHG-B13.DENSITY.02	SemanticDerivationProof	formal/proofs/CHG-B13.DENSITY.02.mathematical.json	274f7a95f22a95b7f6d085036720208024b410212d1c0b3f4f29a3efd2bb2af9	66b25e95ff6c7f35a3ab560af9bd148c58dc94f82432d6967ee8a6e8287f6854	b6021801301341fd7e22299621ff240b21ae654b9b1e79065664c799617b53db	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
