check_id	check_type	result_id	formal_statement_sha256	english_statement_sha256	portuguese_statement_sha256	english_statement_file_sha256	portuguese_statement_file_sha256	checks	status
CALC-R06.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R06	26c55ccdeee730941a66f403053564f7c22c93b943da53ee7913e92e74caa3ba	4788de5ba30310aff564247f711e05610598e294c727c4fd43969f5000dac768	d3c9aa97ff60574fdd419bdf2b8867a4d34d3d15c0e9f5f98925fb25597e2ad1	bb950cb46696c0df214f58782059b0d5fe118c8e61ac4c319574458d6eade1ea	bb1e31073f9b53e19bd964cea793a5bab4da771f26aad1671d5f6d3160686f4a	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R07.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R07	de1abcb39f7c26f26b2f4232bb7ac8d503b7a2bbb2722ecdd6671fa79bd7483e	bc03d5e08dde84e226f6269ffbd00ac174618ac66215197e57172647de6bb63d	77521eaaa78dd7c362942983a2ea7c8fc480f76dafb49f5d72f137daa52db922	de1adc5a87f7ac35cebd648e2054c6742bb4a3fc33e45b9d3e38f17c3ce7e98a	4d07dbfbc03f76ff7ad752bb0af28cd3cc0112d69119649fc6143948fe5d5bda	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R08.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R08	8856b18b8b5fb3251271ba82e509339fe55c5bff78c028f3917b174c569d4308	3c10ed12a4f090edd1ab1622398672609fce8d83fc13d8e5638d9329fcbef01f	d890a8f847c6095ed14209a741e7f83f2bcd5cdd7ffda62d5519fd8a8e7dc8a4	d1700bdc3fef0eae2526f9c3a552dbc314a15c44fa2fb631c7eeca91c1e4a1db	f01539cd6c10478e58ebcf753b6f9d8feb1f4e68a1dabdabf15e445cc53c6b0d	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R09.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R09	1101537f92f0ab8c124b0151677f4e5c379d7288bed28b7342029e982d0b647c	9298b6ae0bd6fe390af72cf5da9db85aeeea64db76e74298bb209c537a1b6819	471b5dee2a8fdaf47eef07fb864a097c9ba0f69576a6088eaa3a259d396b24d6	62d4cd8d3399d82d968fb175332f8151529f9a9c2c78de33cc4d336f13c40538	a3d397f639a59789c6aaa6e2ed59f6ea5ac40e26aa8ec009166519a0e994b243	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R10.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R10	244e9b9fa58bd321ca67eea82759c70ea43929145ab3a84df757e2c477704d80	e6fef41bc9c706bcd18a97bfeac5ae5daf8e9d3cf544ba9ebf2e278e0fce7a62	2299dbd7a68a863d1e17869cbe3f667adfa149f98f144d34056957e695980cbc	561700c584cd6bdc6751c69e8155dbbe0b2f66d951d04f937cf4a1a5c1743837	ef40e17fe254752a7204ff92f93641e583755c63ccc064a27ebf304725771aa2	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R11.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R11	6d3fe1eef5d390df53e05f322362322a83fe793486d3feb7d98d0850ce6bb7d1	e9fc688562bfc3402ce849c34df21741549b623155850d37744536151155ced8	55599b3955feef8017e2bad4c980a998537696c7a42a1cb240700b1d85e080aa	2c6835dac217b8ea6a7ff4d40ebbdc08421d359408170a19e4fd409487bb5bb3	985415dbb9e9fe18b2e5e21eaae89fec9129bf891f6a7100a937fbf172c62846	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R12.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R12	383e649afef1468cfd4916e07e4bfbfc3160d2a0fa1d75d627e23f7801ea9410	f630230b9f98e56eb656a9b7480c10e285c439c62b877c554618071ef83b919c	e4be391f13e52b69f37ad4f0e595aa7edfd27277bd6a14dedcbb8a700c18d882	bc6d4200f87ce1a279dff4bf40dd84e62cbb58d5813a7a9ca88e6dc0dc0630e0	60fe06a8ec95b2bb3c017aa5222537cadd55801edeee98fc642e01515700cc29	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R13.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R13	92a76606d7bdee95d7032a8af8211b27c8032a1d9eeaff288c9869fb0356e689	cc142a81351906aa287683352b2af6929714e2fab95cfc6bf092c96f23b923a9	9d5874aab864827bdd824d6a299b40906dbc079a408b3d8bac166ea8ba118cae	cd7b8d70bc77029149ecbcf92c3a52b8486a03e1d77b4a99ee5f4dfea347dda2	b398a813e2e9b66b2f5028132653d3e523a08b646c26b1a367aab205c061e279	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R14.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R14	433ee8da5c7a3c371ca8470c1ec307248d4387ec6512986a45ceb6297bd28382	04ac2b7056203de6fa492a3b0abb10c31568e071b09dd5ebddc936befa149389	b15a7d5dee0af50a6714f986f7bd79a024729a6d788cd8b96a26b2e8e984d70f	ad424340ea3d789adbe90a94b02ca2d2e360c830db20e2afdc1cf801cf679d88	737f15d685187e67235a7ced8918fc2624964bb595caa4a521f73ab11c3b308a	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CALC-R15.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CALC-R15	c79c6ff300b75f778f47bf65b53d3e5254748b91a6137736bee703647442118e	1b318604548c994b7da3592d2395092e41ae9ce38a2842710d74d2f56375dc66	60ef8ebf7d1bbdfb575c6c1ec3545f86d5f877be3beb8165b4f884c949326638	75f41f090d0c290b2eb893b528319c03b50094372d240196fe5c72910e3da6e4	830da4f3552079b0471e716cbb50da7f500f2cf5f967b81364f7b06fec9c49c7	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B1	7f262044bbadce98672029070f82f6587f3eeceb42d016c5f4be45055d8fd800	428035edd9f9baddb50aff0a2a26cb6f6f3442d0e755d5e49d813f8b1ce8ac14	7ac4219b2f24ae65f5863b044fd5aa10a585cb527bd33ce4397bc906a6255ae6	e47a5443f3a61949bffc9c184a1c816b2f495483af54c343f34846c0764203b2	a1b602626e347b06cb165f4dddfdd6e76430c3165c384f6aa32349b00b2513df	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B10.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B10	3d7417072909554aa90bf8c65822d4435b02419ae2b38bae7d042e198708ff98	1fbabbe7289f421bc2c59ed264c6c33c72c2c1e6cd7b734bd9d0083b02351dd3	cfff4be6ee89dfa3037850a99b5317a2eb85c0c0d9a790f69db99ca71b7a193a	5470d687ea92ba8315bb320b3c806f915de70fe3cd51e4b706a6bd0986a4f8cf	6b85431ca6fe18e0007f27f9885159f4341bb6f129892ffcdb199a826a5e2957	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
