speaker_split	speaker_id	tracker_id	start_offset_ms	end_offset_ms	dress_distinct_word_types	fleece_distinct_word_types	pair_support_status	dress_minus_fleece_f1_20_hz	fleece_minus_dress_f2_20_hz	dress_minus_fleece_f1_30_hz	fleece_minus_dress_f2_30_hz	dress_minus_fleece_f1_40_hz	fleece_minus_dress_f2_40_hz	dress_minus_fleece_f1_50_hz	fleece_minus_dress_f2_50_hz	dress_minus_fleece_f1_60_hz	fleece_minus_dress_f2_60_hz	dress_minus_fleece_f1_70_hz	fleece_minus_dress_f2_70_hz	dress_minus_fleece_f1_80_hz	fleece_minus_dress_f2_80_hz
DEVELOPMENT_EVEN	p266	T4500_W025	-20	-20	6	5	PASS_AT_LEAST_4_EACH	152.34010020684173	359.34980380942557	205.79747528001286	579.04588397273642	149.20050100464528	571.18293548268571	257.00974492932335	731.41565974942137	282.57748512411985	667.16884014120797	326.95250755535682	679.04577256403809	324.88462304066144	675.74109979921877
DEVELOPMENT_EVEN	p268	T4500_W025	-20	-20	5	8	PASS_AT_LEAST_4_EACH	140.52644238920669	303.31154025894784	123.45280737392858	451.67857449535745	230.33585867439143	293.74950890346918	260.30170215281220	319.60980505483440	275.95604334342516	264.45769953403601	285.11522994909734	585.85412766992681	296.53135337563504	494.97776188548937
DEVELOPMENT_EVEN	p270	T4500_W025	-20	-20	6	8	PASS_AT_LEAST_4_EACH	101.05058290030485	367.32119302407636	126.76073329289989	459.12208472688053	152.51566694809640	512.62003774655864	174.64827691537482	543.95865098749255	177.99649082276954	591.46017895848422	203.46117538885954	597.38273024375462	228.57251116596052	591.70892564368364
DEVELOPMENT_EVEN	p272	T4500_W025	-20	-20	7	7	PASS_AT_LEAST_4_EACH	115.19552625960824	262.11781856033758	193.63799687081803	92.420663495469626	210.06021252463790	-133.59337895258523	219.56165918006354	-42.308106468207143	182.07224677547072	426.87244193068364	229.66791214378253	340.17006334382359	229.91662836408011	398.93053044041471
DEVELOPMENT_EVEN	p274	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	169.60104903518243	347.52236130753681	175.02819656377687	422.54947102963365	193.37583278743654	489.95334211405270	219.47759171836196	537.21026592849148	235.49760158612577	575.59342585006721	247.98293797837749	584.95599244507662	247.40419915536967	582.53592619885126
DEVELOPMENT_EVEN	p278	T4500_W025	-20	-20	5	6	PASS_AT_LEAST_4_EACH	368.22226929305367	296.50098914010186	194.06137055427513	366.70867715009808	120.17311406995657	428.54139653244920	135.49584601491205	483.64270563791388	138.90605124532311	541.30985658536179	139.68752865098185	541.91520622566554	137.56387838858006	528.51861439169920
DEVELOPMENT_EVEN	p280	T4500_W025	-20	-20	7	7	PASS_AT_LEAST_4_EACH	135.10218450749505	319.01950408959078	166.37517558218940	569.23191250478453	187.88599953089795	617.88984824560384	183.03757337589354	794.93229337391540	220.70162312831815	731.80128560672119	257.51415246598941	778.52532138623792	297.97714843755000	647.96143135788839
DEVELOPMENT_EVEN	p282	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	123.44429844268763	490.53386746143019	203.27842332084811	315.99912265109765	232.99617663182806	635.55586660447261	269.28175966185245	519.53161939181041	300.18717373282681	355.01815448291336	299.03769444201725	327.08160128738700	291.97107279130427	246.75742881955512
DEVELOPMENT_EVEN	p284	T4500_W025	-20	-20	4	8	PASS_AT_LEAST_4_EACH	69.402217560875386	412.40972930142561	188.47005298862939	461.42519509627436	251.64333204914590	338.30710514707630	261.64560504620664	503.52644134671482	276.48847014069014	567.42415524683179	267.34712544827482	560.86569676036356	227.55979222074666	630.36529210349477
DEVELOPMENT_EVEN	p286	T4500_W025	-20	-20	5	7	PASS_AT_LEAST_4_EACH	223.47678444605742	421.20158673553669	206.43156538527421	520.68585244291057	217.84028494313077	617.81885574994499	242.33910937237749	567.69846320278521	253.91981946926649	569.19225243316100	261.05407841966007	571.63833827932262	263.77683457694394	576.15306253449057
DEVELOPMENT_EVEN	p288	T4500_W025	-20	-20	4	6	PASS_AT_LEAST_4_EACH	163.44205816619291	280.89162001741624	217.70520826119508	76.882012560877911	301.70025843056459	688.79604656988613	342.51771170826305	703.80347103400618	404.61143776896733	356.67380288164873	415.52944760557619	253.24426396595231	423.70190667353813	201.38502133910583
DEVELOPMENT_EVEN	p292	T4500_W025	-20	-20	4	6	PASS_AT_LEAST_4_EACH	111.15231081375424	159.57028924641691	124.21667560156777	257.01704518650104	147.63251853454585	282.70948910374727	178.64574942440714	308.63811057915768	193.14498820349905	338.58281260287276	205.84343697781202	370.38073011742244	221.70762512159041	389.29078346541678
DEVELOPMENT_EVEN	p294	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	223.62408298666270	439.75478313703957	248.87479031277678	356.89023298758661	224.98845781805011	133.88486474476804	250.03060032189074	534.57873451286355	275.35703083038061	521.56692845065641	288.59619602804929	248.21490637959573	289.88780998567307	539.79380177174517
DEVELOPMENT_EVEN	p298	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	130.02662118449496	366.07473952129089	153.13387018969473	422.62241511111552	177.10623099071188	602.27880889975154	191.12241196217610	339.41084481508324	200.27749344801236	438.94435116969657	203.21154415250061	599.75622835576246	198.54677314076105	600.30406392775353
DEVELOPMENT_EVEN	p300	T4500_W025	-20	-20	5	8	PASS_AT_LEAST_4_EACH	265.70855909178914	73.576004251893437	277.68081466651768	400.42933286708126	306.30545352430545	547.36728909671774	331.21276040404672	579.61166773010814	353.45803969006943	593.91043720502057	344.64652876859247	741.24039077278348	333.73019215855044	716.82405530013307
DEVELOPMENT_EVEN	p302	T4500_W025	-20	-20	4	7	PASS_AT_LEAST_4_EACH	146.54373304944653	181.39940391942787	125.13048266229868	212.19541806109896	148.09557842769522	303.53350863469313	175.80156820497643	292.85666707271662	214.45245672174633	289.09269639072386	225.22900142077327	270.84022052087857	231.28285495378884	287.17883003811471
DEVELOPMENT_EVEN	p304	T4500_W025	-20	-20	6	8	PASS_AT_LEAST_4_EACH	104.34389041022621	361.03475458153662	140.45748089232495	413.25620034244048	178.28709619968527	485.86741350543662	214.68460865924067	534.29486343489225	235.42793510141769	573.09573991193452	241.39466348575019	604.95614357727482	245.39467345538588	623.91559362358225
DEVELOPMENT_EVEN	p308	T4500_W025	-20	-20	5	5	PASS_AT_LEAST_4_EACH	104.07915674426852	593.31604402317453	110.38971460201162	1065.2688846886526	124.90550573310009	1185.7109798104605	109.77014681757231	1395.2798586458493	144.05157029138383	1345.0477012919098	182.48988330397572	1156.5903899438601	146.72872015823708	1019.6431525594551
DEVELOPMENT_EVEN	p310	T4500_W025	-20	-20	6	6	PASS_AT_LEAST_4_EACH	156.69230020395037	190.45518998175248	213.04318088656134	-105.57702055306754	240.87452680886770	183.11285696121490	243.56378729772831	-286.21689633896722	276.85722836646170	-267.93193089555734	280.34827089919702	-135.25610017783606	252.94875026222013	-153.27353611688113
DEVELOPMENT_EVEN	p312	T4500_W025	-20	-20	5	4	PASS_AT_LEAST_4_EACH	213.49505013362398	101.20811451031955	245.68025408017991	-63.894347703310359	276.44753471092849	9.3925297793850859	311.68436498606570	-75.522959435323855	340.10538344531545	-162.58221199173227	322.78590525431287	327.47160111346375	329.47383995410740	323.56106738267977
DEVELOPMENT_EVEN	p314	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	152.12929383169495	405.44191083917190	176.79788970101970	669.36437752762686	217.15536027450315	571.84874079928090	235.79050641104760	593.37944269428385	247.51939415749058	507.31968279098260	258.16674322434676	376.04118901741549	213.85377532268438	742.08232337012964
DEVELOPMENT_EVEN	p316	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	146.32010171663870	475.50104205705020	193.08644376597397	633.11103477218512	221.92616002945022	646.06348004730785	256.63580567189871	651.55821492875430	264.33733455307748	628.16452673282697	294.51484795577443	556.22245687029158	299.98645344413075	509.63732945818492
DEVELOPMENT_EVEN	p318	T4500_W025	-20	-20	6	6	PASS_AT_LEAST_4_EACH	180.67822000661408	558.69724006638830	212.57738415979128	517.65336323264478	231.43396394837885	515.53595579598709	241.83993040292631	695.73897258261445	248.86677084328051	611.36018515634828	291.90972280194831	276.84233039310834	144.63667613593066	577.70139646954635
DEVELOPMENT_EVEN	p326	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	-15.393166424560775	332.17136401242010	48.866589459799684	379.75315850891411	68.247328384215905	406.04873933684985	90.646924745769240	415.93487826157889	110.41108144350147	420.08216929669652	125.44509791846775	417.22304442642212	137.68103693263384	378.87574721080227
DEVELOPMENT_EVEN	p330	T4500_W025	-20	-20	5	6	PASS_AT_LEAST_4_EACH	93.445826470899249	686.06978864430084	129.55939701913888	751.72764942882372	161.95466993376050	928.99535590927803	195.18850455432687	925.15797096715664	224.00557386472889	869.59590244816695	240.76873424440453	786.94867587391695	234.10879728384384	771.82523494229144
DEVELOPMENT_EVEN	p334	T4500_W025	-20	-20	6	7	PASS_AT_LEAST_4_EACH	125.63057574241856	306.95903343699911	142.70817637608263	359.18269923247431	129.06534558691720	417.04084403911315	139.29518477556695	481.57640051956605	156.17203473730348	524.52664243437130	169.16596899589626	535.98623149430796	173.71606529999383	497.00908439863360
DEVELOPMENT_EVEN	p336	T4500_W025	-20	-20	5	6	PASS_AT_LEAST_4_EACH	227.91865446229639	-162.69503725909726	200.77866905894501	-93.847209970902668	227.22312500226354	-164.82653311380341	247.40302602488089	102.30402454108230	265.64791013344757	-165.94266708333112	278.93626762618601	262.36626386048624	295.76073666064326	91.583833380864007
DEVELOPMENT_EVEN	p226	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	116.95797227048735	474.55848987479703	155.59531448062194	506.00271010055712	190.65304890974556	520.97534596699120	213.21660556535431	543.81162199898085	223.22314956241547	637.72663250580104	223.85842112005912	596.61597182999935	220.89416114260905	547.02720103478009
DEVELOPMENT_EVEN	p232	T4500_W025	-20	-10	7	6	PASS_AT_LEAST_4_EACH	243.42831684669744	223.93006535313498	169.28319196898934	280.80401758871449	150.17578024699372	314.85607141775790	182.42942552037499	377.05637866145776	204.45398276418013	430.25882598453427	213.23850263850062	435.00961520382452	209.94469886981921	424.11565129510950
DEVELOPMENT_EVEN	p234	T4500_W025	-20	-10	4	8	PASS_AT_LEAST_4_EACH	177.72700841004377	527.22465891291949	181.97365393555992	531.61847593993889	236.36754032317248	447.54545123830189	250.40122144487509	446.45679280880859	256.57452214869858	308.47829707696951	244.86549345111575	672.32596351428401	215.39421308808767	731.79475599009629
DEVELOPMENT_EVEN	p236	T4500_W025	-20	-10	6	8	PASS_AT_LEAST_4_EACH	187.30517139579501	22.778964360472401	217.34862126981983	-130.36137120018202	230.40800029103650	73.253632212336697	259.19903455296571	-148.73940973930667	264.22943351926688	112.84678249892613	276.44577117298616	237.91605743038576	336.44558554552333	345.20884491482025
DEVELOPMENT_EVEN	p238	T4500_W025	-20	-10	6	8	PASS_AT_LEAST_4_EACH	256.09925888521235	-14.702749687075766	316.22946558202892	578.12182768410298	410.27356931161660	750.70575419718671	416.53757652628906	983.45568241589285	446.27685231477955	1290.8775814731152	488.84775018898375	975.32118012906562	389.66029464505141	1233.4868646972400
DEVELOPMENT_EVEN	p240	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	164.99447082071180	597.41870314197968	206.35868855129928	128.77518611536198	301.14394859949346	431.82959756993591	297.81664636705455	582.12331808438739	372.23238431534298	786.71878686730747	369.04337595620336	681.04433581871876	360.08274676636034	611.52778901156125
DEVELOPMENT_EVEN	p244	T4500_W025	-20	-10	6	5	PASS_AT_LEAST_4_EACH	96.397602340751575	327.16318516891351	85.274085436043549	824.71722343778424	108.90757991252002	687.10967286047457	148.40920570397566	474.13207191227320	179.22285606748125	596.43512898780568	192.63330258288374	704.72057079382398	167.01720105083245	545.87416893193586
DEVELOPMENT_EVEN	p246	T4500_W025	-20	-10	6	7	PASS_AT_LEAST_4_EACH	114.67113878930530	234.25838214710552	126.93453970436502	371.91228572564137	166.20044921665186	463.50441400991349	191.83200365404321	486.53670621403012	205.57529170211473	463.10190956313704	213.19352500439919	485.31215351682886	219.39868721905555	518.68334163453687
DEVELOPMENT_EVEN	p248	T4500_W025	-20	-10	5	5	PASS_AT_LEAST_4_EACH	97.969924797773388	144.34428334208906	181.11494142480274	-138.47149220284905	260.80745045680362	-298.18656871788653	293.44903650692424	-270.14501868571665	284.31092091075431	257.58083246087995	267.33145554230657	-261.38825629193957	267.98653197168585	-329.24630926235795
DEVELOPMENT_EVEN	p250	T4500_W025	-20	-10	6	8	PASS_AT_LEAST_4_EACH	192.86617672451439	384.71109055073202	198.72632584783810	331.97051769278960	218.14551699161387	374.32808752467372	250.38484235539738	381.05492869102886	278.91035168860219	264.25205184896049	277.97624103873460	283.57483370951854	252.11832867858755	479.03362194487477
DEVELOPMENT_EVEN	p252	T4500_W025	-20	-10	6	6	PASS_AT_LEAST_4_EACH	133.93130668661917	591.97993180975345	140.40050481291678	672.95809971274298	159.82713331331934	707.74798885866335	171.26079316117057	670.67711087896350	190.19135431521335	481.16431033585150	187.54128869826957	510.80964081305774	181.73410726171534	480.93456409001942
DEVELOPMENT_EVEN	p254	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	114.07026570052273	464.11178884576088	138.12888825581319	498.40645175530653	175.54420236528409	611.08101066287827	206.27354282103511	631.00033265048387	234.31246970713045	653.76197954872600	238.76660903438608	1055.2839221581426	230.80754212832022	533.85258694665299
DEVELOPMENT_EVEN	p256	T4500_W025	-20	-10	4	5	PASS_AT_LEAST_4_EACH	122.46066828974028	493.73493169604444	176.90664825423426	507.02091126694131	234.32705495071951	539.68131624482589	268.79010876421364	563.67699190423650	294.82347896171018	557.10812818729732	291.74422523504927	526.89010967033391	282.89995769076501	547.56293903983169
DEVELOPMENT_EVEN	p258	T4500_W025	-20	-10	4	8	PASS_AT_LEAST_4_EACH	104.15985791458928	572.83547442535746	120.10259762905980	623.82237443092981	151.47034917980659	654.40787194676614	171.78556834852236	681.42889862615971	188.16930778531332	668.00940552135808	202.20032416352711	660.68630805246676	218.02893466381499	705.09304711668892
DEVELOPMENT_EVEN	p262	T4500_W025	-20	-10	6	7	PASS_AT_LEAST_4_EACH	164.65160150138871	464.06092771301519	205.29319800054219	201.60253159946205	205.61235408123633	550.47245063831542	201.13802747912081	358.01177443257302	239.39697214072476	503.91523041692949	239.17291537277151	558.54611588899888	221.44502678251422	404.19320491777489
DEVELOPMENT_EVEN	p264	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	155.30120862642639	309.07003678975366	151.03034359085120	736.78511127378761	161.15033883047323	878.11616150949499	230.22692967144201	492.30604926371848	153.89827753437010	357.75588683688829	140.71541691879719	455.94975953759467	154.06872202740396	122.29131092909324
DEVELOPMENT_EVEN	p266	T4500_W025	-20	-10	4	5	PASS_AT_LEAST_4_EACH	110.67554357960461	518.45549462373924	206.20566268098997	327.55061808895312	217.27260134634082	532.92080301050055	215.70053028531919	747.53373787155033	310.32728616924322	514.22249979230537	320.37358417936127	522.12998840130513	309.02691166538131	426.10053711080286
DEVELOPMENT_EVEN	p268	T4500_W025	-20	-10	5	7	PASS_AT_LEAST_4_EACH	139.72171218673299	360.46121768711237	116.21222405821442	582.73568289211789	248.01443948671766	180.70272474213652	275.12594484200548	529.33279895479927	288.68218516297554	638.33209593412107	303.26967885639078	591.01824753761571	327.82558731581162	703.86058480173051
DEVELOPMENT_EVEN	p270	T4500_W025	-20	-10	6	8	PASS_AT_LEAST_4_EACH	108.11189710619180	387.78292525631559	134.96957287972543	472.67375692652308	160.50207715616676	525.47170114192272	113.87969331749741	720.58173330633304	195.73994541712608	596.12199685229939	211.75622383661732	596.47674017220493	212.70529471597047	585.03457271569164
DEVELOPMENT_EVEN	p272	T4500_W025	-20	-10	7	7	PASS_AT_LEAST_4_EACH	171.72062515686758	192.75361331401996	196.79815222176074	-62.068457349914070	214.56126220347420	-112.72677623761274	222.44700843530057	200.52974007624675	228.76087761703423	361.88827381440797	231.36944742435588	348.38100727603160	224.78926805547411	589.08259126485200
DEVELOPMENT_EVEN	p274	T4500_W025	-20	-10	6	7	PASS_AT_LEAST_4_EACH	165.79187945412923	355.67540644924975	173.59422301106218	430.79263601330308	207.81652637988742	501.44426215584622	227.36320493905458	552.53492378215219	248.39621547348503	584.34465130710714	250.48260961276384	578.95024637558504	245.38424507470069	581.33863214126836
DEVELOPMENT_EVEN	p278	T4500_W025	-20	-10	5	6	PASS_AT_LEAST_4_EACH	320.29451063094768	326.28072817652651	115.61934630343524	387.80910417059272	130.18506689938135	460.51106806751409	142.16936492840932	519.93528687585808	145.79488598303760	543.40731469933098	139.54431859995663	532.22309073774454	141.55386382752255	531.43905405031455
DEVELOPMENT_EVEN	p280	T4500_W025	-20	-10	7	7	PASS_AT_LEAST_4_EACH	138.47101603821653	395.76691388063023	159.41563350994068	640.37869348544086	187.32858247861645	761.78621820683043	237.62363616013425	743.25075199709295	261.71675116436114	746.75690835525643	299.88835494359506	735.64736726452952	289.36756173852774	719.09581219555253
DEVELOPMENT_EVEN	p282	T4500_W025	-20	-10	5	7	PASS_AT_LEAST_4_EACH	151.45178737789075	388.97358103604620	229.44364275075657	360.49931406948326	268.66403990296857	327.98649163563505	315.27581819000358	368.48533281441314	332.74471947698106	277.82376996769290	327.28931531371529	187.86686860527493	327.88771424809181	466.97593407626800
DEVELOPMENT_EVEN	p284	T4500_W025	-20	-10	5	7	PASS_AT_LEAST_4_EACH	90.441115891904076	579.47404651974239	231.76839595882143	634.23569895709943	242.78631751730762	431.12373938585188	260.02386133702862	716.47765014715355	263.85522446576255	505.63629543943739	258.60197960511545	482.96063133533949	260.63093926791214	695.68436712064840
DEVELOPMENT_EVEN	p286	T4500_W025	-20	-10	5	7	PASS_AT_LEAST_4_EACH	202.25800715344542	456.24579465412057	207.10494289444097	588.84151919594569	228.98598897784598	554.48600097559665	251.65348407480190	562.41006734728899	261.18680458753107	576.58066956420248	262.68355163538610	583.81013819174336	266.77988304586302	558.75246016473466
DEVELOPMENT_EVEN	p288	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	154.99108698373885	162.17757740202774	233.35650091006801	238.70025313115366	313.94443763823637	819.11736096799473	371.29410467959417	573.31862552060988	404.92401630647339	145.90566734329082	422.40390908396631	47.908839954854329	421.98998221653682	-51.157256625441505
DEVELOPMENT_EVEN	p292	T4500_W025	-20	-10	4	6	PASS_AT_LEAST_4_EACH	106.91149659702160	204.72984367707545	128.19498670894615	261.67701131940930	164.19685157432883	296.54375778173721	190.43301838031209	317.95979195578434	199.75800434392505	369.04140227796370	216.84729516893566	385.28728296740132	227.37322035197036	415.60564736321135
DEVELOPMENT_EVEN	p294	T4500_W025	-20	-10	6	6	PASS_AT_LEAST_4_EACH	244.48047793466884	335.72983239753194	232.12487127019784	86.524990742264663	258.41191723096620	-94.114161332643789	274.09429897293234	257.13333272232830	286.75681183387718	419.41622806382338	293.77720176673716	460.28021993404900	288.03322110474852	461.34728229250300
DEVELOPMENT_EVEN	p298	T4500_W025	-20	-10	6	6	PASS_AT_LEAST_4_EACH	119.52128145913161	365.95106963087619	146.34178602261147	450.83613602661057	178.14775849090375	418.22221673416857	190.84235382728406	382.68633337422602	199.99520509627439	592.53017314313888	195.35404438472199	577.01574527033495	180.41367352641731	631.06560639261829
DEVELOPMENT_EVEN	p300	T4500_W025	-20	-10	5	8	PASS_AT_LEAST_4_EACH	275.08444412662368	-86.274687882208354	290.10821484583573	631.22051529676082	334.18600280876916	375.70493062835658	349.96617977727180	843.97463773869890	353.07446281356965	345.15321234689623	356.94309043852587	463.57597860041710	318.78048837646844	611.26115860514074
DEVELOPMENT_EVEN	p302	T4500_W025	-20	-10	4	7	PASS_AT_LEAST_4_EACH	124.73974975464893	184.44185435445979	131.64569533627321	267.99026811796716	166.08714041470716	297.89460681839228	204.49160860758928	279.58819749246891	225.45575823783491	267.98968961347578	224.71374266678862	283.85147480918727	237.60158387429163	332.50207160114724
DEVELOPMENT_EVEN	p304	T4500_W025	-20	-10	6	8	PASS_AT_LEAST_4_EACH	104.78545223696301	378.19384154080126	156.81995184189662	442.49046203144030	200.31606412537070	512.12001748525631	231.46169566832140	552.80095569089099	245.83257824837307	596.95960207226722	247.78627080571778	619.55767114811238	249.80089448298804	639.77708412358743
DEVELOPMENT_EVEN	p306	T4500_W025	-20	-10	4	4	PASS_AT_LEAST_4_EACH	294.44345614109443	-143.04376817617913	317.38685433588580	318.49470351798527	297.50903305102690	-391.09351828127978	363.83375312277542	-40.620501053683029	284.77415780031129	-401.20834595357428	329.28686236248262	-42.473251968472823	206.13429472364874	-199.38421416648771
DEVELOPMENT_EVEN	p308	T4500_W025	-20	-10	5	5	PASS_AT_LEAST_4_EACH	87.057080043083261	632.38161785215925	120.46899106298110	952.92585589191458	155.41090384961865	1255.8533963233433	105.18223875971387	1051.1788599916667	189.44476108106448	732.00823972914282	195.43743556279526	810.86758027911446	155.33757226988865	840.41244941710738
DEVELOPMENT_EVEN	p310	T4500_W025	-20	-10	6	7	PASS_AT_LEAST_4_EACH	152.95471248450292	286.06346925448133	210.06094717203302	-46.966499232641127	231.35215030089302	293.74746691646806	251.98341426668111	-19.135694744688408	275.16281795389887	-325.73466168055825	258.55594145095989	-202.36616366207568	266.42141042772613	-355.99352146692581
DEVELOPMENT_EVEN	p312	T4500_W025	-20	-10	5	5	PASS_AT_LEAST_4_EACH	221.00316102658701	-74.735317894894933	259.35896498178721	-137.82084487644011	314.89803152239188	-158.19719335074592	319.26335816520850	193.85861880416928	330.34186886786887	376.36307763891318	322.35531814332285	164.12132151102742	303.35716192437610	536.20269856030995
