outer_fold,root,stratum,inner_fold
0,piyale,BF|true,2
0,pochtixana,BB|false,1
0,pota,BB|false,0
0,potla,BB|false,0
0,pozitsiye,BF|false,1
0,programma,BB|false,2
0,proza,BB|false,0
0,péshane,BF|true,1
0,qa'ide,BF|true,1
0,qacha,BB|true,2
0,qamaqxana,BB|true,2
0,qamcha,BB|true,1
0,qasha,BB|true,0
0,qaycha,BB|true,0
0,qebile,FF|true,1
0,qebre,FF|true,2
0,qehwexana,BB|true,2
0,qeside,FF|true,2
0,qimarxana,BB|true,2
0,qobulxana,BB|false,0
0,qomanda,BB|false,0
0,qorma,BB|false,1
0,qoyma,BB|false,0
0,qoza,BB|false,1
0,quda,BB|false,1
0,qushxana,BB|false,2
0,resetxana,BB|true,0
0,reste,FF|true,0
0,risale,BF|true,0
0,rota,BB|false,2
0,ruda,BB|false,2
0,rémontxana,BB|false,2
0,sada,BB|true,1
0,sahabe,BF|true,1
0,sahe,BF|true,1
0,sahibxana,BB|true,0
0,sala,BB|true,0
0,samanxana,BB|true,1
0,samsixana,BB|true,0
0,sanatoriye,BF|false,0
0,sapa,BB|true,2
0,sarasime,BF|true,1
0,satira,BB|true,1
0,satirashxana,BB|true,2
0,saza,BB|true,2
0,sazende,FF|true,0
0,sehipe,FF|true,0
0,sehiye,FF|true,2
0,sehne,FF|true,2
0,sejde,FF|true,2
0,sepsete,FF|true,0
0,serlewhe,FF|true,1
0,sewda,FB|true,1
0,sewiye,FF|true,0
0,sewze,FF|true,2
0,seyle,FF|true,2
0,seyshenbe,FF|true,1
0,shala,BB|true,0
0,shemsiye,FF|true,2
0,shenbe,FF|true,0
0,shepe,FF|true,1
0,shertname,BF|true,1
0,shikayetname,BF|true,2
0,shilepe,FF|true,0
0,shipaxana,BB|true,2
0,shiraza,BB|true,1
0,shorpa,BB|false,2
0,shöbe,FF|false,1
0,shübhe,FF|false,1
0,simfoniye,BF|false,1
0,sofa,BB|false,1
0,solaqxana,BB|false,0
0,soraqxana,BB|false,1
0,sotxana,BB|false,0
0,studiye,BF|false,0
0,sulale,BF|false,0
0,supa,BB|false,1
0,sélishturma,BB|false,1
0,sénariye,BF|true,2
0,sümbe,FF|false,0
0,sürüshte,FF|false,1
0,ta'ipe,BF|true,2
0,tamaqxana,BB|true,2
0,tamasha,BB|true,2
0,tamozhna,BB|false,0
0,tamuzhna,BB|false,2
0,tansa,BB|true,2
0,tapa,BB|true,0
0,taraza,BB|true,1
0,tartma,BB|true,2
0,tasma,BB|true,0
0,tatarche,BF|true,2
0,tawa,BB|true,1
0,taxta,BB|true,1
0,tebrikname,BF|true,0
0,tejiribe,FF|true,0
0,tejribe,FF|true,1
0,tejribixana,BB|true,1
0,teklipname,BF|true,1
0,telepname,BF|true,0
0,tene,FF|true,1
0,tenglime,FF|true,0
0,tentene,FF|true,2
0,tenterbiye,FF|true,2
0,teqdirname,BF|true,0
0,terbiye,FF|true,2
0,terjime,FF|true,1
0,teslimname,BF|true,0
0,tewe,FF|true,2
0,tewsiye,FF|true,1
0,toqulma,BB|false,0
0,torxana,BB|false,1
0,toxtamname,BF|false,0
0,turuba,BB|false,2
0,télégramma,BB|true,1
0,témpératura,BB|false,0
0,téritoriye,BF|false,0
0,térritoriye,BF|false,2
0,töhmetname,BF|false,0
0,töhpe,FF|false,1
0,törelme,FF|false,1
0,tüzülme,FF|false,0
0,usta,BB|false,2
0,ustira,BB|false,2
0,ustixana,BB|false,1
0,uwa,BB|false,0
0,uyushma,BB|false,0
0,wakaletxana,BB|true,0
0,wanna,BB|true,2
0,wasite,BF|true,0
0,waste,BF|true,2
0,waza,BB|true,2
0,wede,FF|true,0
0,wizantiye,BF|true,2
0,xala,BB|true,1
0,xalta,BB|true,1
0,xarabe,BF|true,0
0,xelipe,FF|true,2
0,xende,FF|true,2
0,xensuche,BF|false,1
0,xerite,FF|true,0
0,xetme,FF|true,1
0,xitayche,BF|true,2
0,xorma,BB|false,0
0,xromosoma,BB|false,2
0,xuda,BB|false,2
0,xulase,BF|false,0
0,xutbe,BF|false,2
0,yadname,BF|true,1
0,yara,BB|true,1
0,yataqxana,BB|true,0
0,yazma,BB|true,1
0,yekshenbe,FF|true,1
0,yilname,BF|true,2
0,yollanma,BB|false,1
0,yunanche,BF|false,1
0,énsiklopédiye,BF|false,2
0,ölima,FB|false,1
0,özre,FF|false,2
0,üjme,FF|false,2
0,üsküne,FF|false,0
0,üstqurulma,BB|false,1
1,a'ile,BF|true,2
1,abide,BF|true,2
1,aghriqxana,BB|true,0
1,aha,BB|true,1
1,ahale,BF|true,0
1,akadémiye,BF|true,2
1,alicha,BB|true,1
1,alla,BB|true,1
1,alma,BB|true,1
1,amma,BB|true,1
1,ana,BB|true,1
1,antanta,BB|true,1
1,archa,BB|true,1
1,arghamcha,BB|true,2
1,ariye,BF|true,0
1,armiye,BF|true,1
1,astane,BF|true,0
1,astronomiye,BF|false,0
1,ata,BB|true,1
1,atmosféra,BB|false,2
1,aza,BB|true,1
1,bade,BF|true,0
1,baha,BB|true,2
1,bahane,BF|true,1
1,bajxana,BB|true,2
1,bara,BB|true,0
1,bashqarma,BB|true,2
1,basmixana,BB|true,2
1,bataréya,BB|true,1
1,baywechche,FF|true,1
1,baza,BB|true,1
1,birleshme,FF|true,1
1,bola,BB|false,1
1,bolghuche,BF|false,2
1,bomba,BB|false,2
1,budda,BB|false,1
1,bölme,FF|false,0
1,böre,FF|false,0
1,chama,BB|true,1
1,chana,BB|true,2
1,changchile,BF|true,0
1,charshenbe,FF|true,0
1,charwa,BB|true,2
1,chasa,BB|true,2
1,chelle,FF|true,0
1,chewre,FF|true,2
1,chola,BB|false,0
1,chümüle,FF|false,2
1,chüshenche,FF|false,0
1,da'ire,BF|true,2
1,dada,BB|true,1
1,daire,BF|true,2
1,dala,BB|true,2
1,dalda,BB|true,2
1,damolla,BB|false,2
1,dara,BB|true,0
1,debdebe,FF|true,2
1,depne,FF|true,0
1,derije,FF|true,2
1,dersxana,BB|true,1
1,derwaza,BB|true,0
1,derya,FB|true,2
1,desmaye,BF|true,0
1,dewa,FB|true,2
1,diploma,BB|false,1
1,diplomatiye,BF|false,0
1,doppa,BB|false,0
1,doza,BB|false,1
1,duniya,BB|false,0
1,dunya,BB|false,1
1,démokratiye,BF|false,2
1,düshenbe,FF|false,0
1,ediliye,FF|true,0
1,edliye,FF|true,2
1,ehdiname,BF|true,0
1,ela,FB|true,0
1,elchixana,BB|true,2
1,en'ene,FF|true,1
1,endize,FF|true,2
1,epsane,BF|true,0
1,erebche,FF|true,2
1,esletme,FF|true,2
1,eslime,FF|true,0
1,esna,FB|true,2
1,ete,FF|true,0
1,eyibname,BF|true,1
1,eza,FB|true,0
1,famile,BF|true,1
1,figura,BB|false,0
1,forma,BB|false,2
1,formula,BB|false,0
1,fédératsiye,BF|true,2
1,gazarma,BB|true,0
1,geme,FF|true,2
1,gende,FF|true,2
1,gewde,FF|true,0
1,ghalcha,BB|true,1
1,ghelbe,FF|true,2
1,ghelibe,FF|true,1
1,ghora,BB|false,1
1,gimnaziye,BF|true,1
1,gundixana,BB|false,2
1,guruppa,BB|false,1
1,guwahname,BF|false,1
1,gézitxana,BB|true,2
1,güldürmama,BB|false,0
1,güldürme,FF|false,1
1,gülxana,BB|false,0
1,hadise,BF|true,2
1,hajetxana,BB|true,2
1,hamile,BF|true,0
1,harwa,BB|true,1
1,hasa,BB|true,2
1,hawa,BB|true,1
1,hawale,BF|true,0
1,hemshire,FF|true,2
1,hemze,FF|true,0
1,hepse,FF|true,1
1,here,FF|true,1
1,hesse,FF|true,2
1,heywe,FF|true,1
1,hikaye,BF|true,2
1,himaye,BF|true,2
1,hoyla,BB|false,0
1,hujra,BB|false,0
1,hékaye,BF|true,1
1,hüjeyre,FF|false,0
1,ibadetxana,BB|true,0
1,ibare,BF|true,2
1,idare,BF|true,1
1,ijare,BF|true,1
1,ilawe,BF|true,1
1,ipade,BF|true,0
1,irade,BF|true,0
1,ishxana,BB|true,0
1,ispatname,BF|true,0
1,istansa,BB|true,2
1,jakarname,BF|true,2
1,jame,BF|true,0
1,jerimane,BF|true,1
1,jezire,FF|true,1
1,joghrapiye,BF|false,0
1,joza,BB|false,2
1,jughlanma,BB|false,0
1,jughrapiye,BF|false,1
1,juwawa,BB|false,1
1,kafédra,BB|true,1
1,kala,BB|true,0
1,kalla,BB|true,1
1,kana,BB|true,1
1,kasa,BB|true,0
1,kashila,BB|true,1
1,kassa,BB|true,0
1,katégoriye,BF|false,1
1,kawa,BB|true,2
1,kawapxana,BB|true,2
1,kelime,FF|true,0
1,kepterxana,BB|true,1
1,kinoxana,BB|false,2
1,kitabche,BF|true,2
1,kitabxana,BB|true,2
1,kocha,BB|false,2
1,komanda,BB|false,0
1,kommuna,BB|false,2
1,kopiye,BF|false,0
1,koza,BB|false,0
1,kula,BB|false,1
1,kutupxana,BB|false,0
1,kélishimname,BF|true,2
1,kömürxana,BB|false,1
1,körgezme,FF|false,1
1,körgezmixana,BB|false,0
1,körsetme,FF|false,1
1,kötüre,FF|false,0
1,küshende,FF|false,2
1,kütüpxana,BB|false,1
1,laboratoriye,BF|false,2
1,lama,BB|true,2
1,lata,BB|true,2
1,lawa,BB|true,0
1,layihe,BF|true,1
1,lehze,FF|true,0
1,lerze,FF|true,1
1,lexme,FF|true,0
1,madda,BB|true,1
1,manta,BB|true,0
1,maqale,BF|true,2
1,mashna,BB|true,1
1,maysa,BB|true,0
1,medhiye,FF|true,2
1,medrise,FF|true,1
1,mejlisxana,BB|true,2
1,mejmu'e,BF|false,2
1,menbe,FF|true,2
1,mepkure,BF|false,2
1,meqbere,FF|true,2
1,mersiye,FF|true,2
1,mertiwe,FF|true,2
1,mese,FF|true,2
1,mesxire,FF|true,0
1,metbe'e,FF|true,1
1,meyde,FF|true,1
1,meyxana,BB|true,0
1,miniatyura,BB|false,2
1,molla,BB|false,1
1,mu'amile,BF|false,2
1,muhasire,BF|false,0
1,muma,BB|false,0
1,munazire,BF|false,0
1,muncha,BB|false,0
1,muqawa,BB|false,1
1,muqeddime,FF|false,2
1,murda,BB|false,2
1,musape,BF|false,2
1,musha'ire,BF|false,2
1,méhmanxana,BB|true,2
1,mélodiye,BF|false,1
1,müre,FF|false,2
1,nahiye,BF|true,0
1,nale,BF|true,1
1,namayende,FF|true,1
1,nashta,BB|true,2
1,natura,BB|false,2
1,nawayxana,BB|true,0
1,naxsha,BB|true,0
1,nere,FF|true,2
1,nerse,FF|true,1
1,nesebname,BF|true,1
1,neshe,FF|true,1
1,newre,FF|true,2
1,neyze,FF|true,2
1,nezeriye,FF|true,0
1,nezme,FF|true,2
1,nizamname,BF|true,0
1,nota,BB|false,2
1,noxta,BB|false,1
1,olja,BB|false,1
1,opéra,BB|false,1
1,opératsiye,BF|false,1
1,orbita,BB|false,2
1,orma,BB|false,1
1,ottura,BB|false,1
1,oyma,BB|false,0
1,oyunxana,BB|false,0
1,pahishe,BF|true,1
1,pahishixana,BB|true,2
1,palata,BB|true,1
1,palla,BB|true,2
1,palta,BB|true,1
1,parische,BF|true,2
1,parsche,BF|true,0
1,parta,BB|true,0
1,pasha,BB|true,1
1,pasxa,BB|true,0
1,paxta,BB|true,0
1,payda,BB|true,1
1,pelle,FF|true,0
1,pelsepe,FF|true,1
1,penje,FF|true,1
1,pete,FF|true,0
1,peyshenbe,FF|true,0
1,piramida,BB|true,0
1,pirogramma,BB|false,0
1,piyale,BF|true,1
1,pochta,BB|false,0
1,pochtixana,BB|false,2
1,pota,BB|false,2
1,potla,BB|false,0
1,pozitsiye,BF|false,2
1,programma,BB|false,0
1,proza,BB|false,2
1,péshane,BF|true,0
1,qa'ide,BF|true,0
1,qacha,BB|true,2
1,qapiye,BF|true,1
1,qarawulxana,BB|false,0
1,qassapxana,BB|true,0
1,qawaqxana,BB|true,1
1,qaycha,BB|true,0
1,qaza,BB|true,0
1,qazanxana,BB|true,0
1,qebile,FF|true,1
1,qebre,FF|true,0
1,qehwexana,BB|true,2
1,qeside,FF|true,0
1,qetre,FF|true,0
1,qobulxana,BB|false,1
1,qomanda,BB|false,0
1,qoyma,BB|false,2
1,qoza,BB|false,1
1,quda,BB|false,1
1,qure,BF|false,1
1,qurulma,BB|false,2
1,resetxana,BB|true,2
1,reste,FF|true,1
1,risale,BF|true,2
1,rota,BB|false,0
1,ruda,BB|false,2
1,sahabe,BF|true,0
1,sahibxana,BB|true,1
1,sala,BB|true,2
1,samanxana,BB|true,0
1,sanatoriye,BF|false,0
1,sapa,BB|true,1
1,saqchixana,BB|true,2
1,sarasime,BF|true,2
1,saye,BF|true,2
1,saza,BB|true,1
1,sazende,FF|true,1
1,sehipe,FF|true,2
1,sehra,FB|true,1
1,sejde,FF|true,0
1,sepsete,FF|true,0
1,serkerde,FF|true,1
1,serlewhe,FF|true,0
1,sewda,FB|true,1
1,seyshenbe,FF|true,2
1,shala,BB|true,0
1,sharche,BF|true,0
1,sharqiratma,BB|true,1
1,shemsiye,FF|true,2
1,shertname,BF|true,1
1,shipaxana,BB|true,0
1,shorpa,BB|false,0
1,shota,BB|false,2
1,shoyna,BB|false,1
1,shöbe,FF|false,1
1,shübhe,FF|false,1
1,sofa,BB|false,1
1,solaqxana,BB|false,0
1,sotxana,BB|false,1
1,studiye,BF|false,0
1,sulale,BF|false,1
1,supa,BB|false,1
1,sélishturma,BB|false,0
1,sénariye,BF|true,0
1,sümbe,FF|false,2
1,ta'ala,BB|true,2
1,ta'ipe,BF|true,1
1,tamasha,BB|true,0
1,tamuzhna,BB|false,1
1,tana,BB|true,0
1,tansa,BB|true,2
1,tapa,BB|true,0
1,taraza,BB|true,2
1,tartma,BB|true,2
1,tasma,BB|true,0
1,tatarche,BF|true,2
1,tawa,BB|true,1
1,taxta,BB|true,1
1,tebrikname,BF|true,1
1,tejiribe,FF|true,1
1,tejribe,FF|true,1
1,teklipname,BF|true,1
1,tene,FF|true,0
1,tenglime,FF|true,1
1,tengne,FF|true,1
1,tentene,FF|true,0
1,tenterbiye,FF|true,0
1,teqdirname,BF|true,2
1,terbiye,FF|true,2
1,terjime,FF|true,1
1,teslimname,BF|true,1
1,tewbe,FF|true,0
1,tewe,FF|true,1
1,tewsiye,FF|true,0
1,texse,FF|true,1
1,tiyatirxana,BB|true,0
1,tonna,BB|false,0
1,toqulma,BB|false,2
1,toxtamname,BF|false,2
1,télégramma,BB|true,0
1,témpératura,BB|false,2
1,téritoriye,BF|false,1
1,töhpe,FF|false,1
1,törelme,FF|false,2
1,türme,FF|false,0
1,tüzülme,FF|false,2
1,ustira,BB|false,2
1,ustixana,BB|false,2
1,uyghurche,BF|false,0
1,uyushma,BB|false,1
1,wakaletxana,BB|true,2
1,wanna,BB|true,1
1,wasite,BF|true,2
1,waza,BB|true,0
1,wede,FF|true,0
1,weswese,FF|true,2
1,wezipe,FF|true,1
1,wizantiye,BF|true,0
1,xala,BB|true,0
1,xalta,BB|true,2
1,xarabe,BF|true,1
1,xelipe,FF|true,1
1,xende,FF|true,1
1,xensuche,BF|false,2
1,xenzuche,BF|false,0
1,xese,FF|true,0
1,xetme,FF|true,0
1,xetne,FF|true,2
1,xezine,FF|true,2
1,xoncha,BB|false,2
1,xorma,BB|false,1
1,xromosoma,BB|false,2
1,xuda,BB|false,1
1,xulase,BF|false,0
1,xutbe,BF|false,1
1,yadname,BF|true,2
1,yala,BB|true,0
1,yataqxana,BB|true,2
1,yazma,BB|true,0
1,yekshenbe,FF|true,2
1,yunanche,BF|false,1
1,zona,BB|false,2
1,énsiklopédiye,BF|false,1
1,ölima,FB|false,1
1,üjme,FF|false,1
1,üsküne,FF|false,2
1,üstqurulma,BB|false,2
2,a'ile,BF|true,1
2,aghriqxana,BB|true,2
2,aha,BB|true,1
2,ahale,BF|true,1
2,akadémiye,BF|true,2
2,alla,BB|true,1
2,alma,BB|true,0
2,amma,BB|true,0
2,ana,BB|true,0
2,antanta,BB|true,0
2,aptonomiye,BF|false,0
2,ara,BB|true,2
2,arghamcha,BB|true,0
2,ashxana,BB|true,1
2,aspirantura,BB|false,0
2,assimilyatsiye,BF|true,0
2,astronomiye,BF|false,2
2,ata,BB|true,2
2,atmosféra,BB|false,2
2,bade,BF|true,0
2,baha,BB|true,0
2,bahane,BF|true,1
2,bajxana,BB|true,2
2,bala,BB|true,2
2,bashla,BB|true,1
2,basmixana,BB|true,0
2,bataréya,BB|true,0
2,bayanname,BF|true,1
2,baywechche,FF|true,1
2,baza,BB|true,1
2,belche,FF|true,2
2,birleshme,FF|true,1
2,bola,BB|false,2
2,bolghuche,BF|false,1
2,bomba,BB|false,0
2,bronza,BB|false,1
2,budda,BB|false,2
2,böre,FF|false,1
2,bügünche,FF|false,0
2,chana,BB|true,1
2,charshenbe,FF|true,0
2,charwa,BB|true,2
2,chaza,BB|true,0
2,chelle,FF|true,1
2,chewre,FF|true,0
2,chümüle,FF|false,2
2,chüshenche,FF|false,0
2,da'ire,BF|true,2
2,dacha,BB|true,2
2,daire,BF|true,2
2,dala,BB|true,1
2,damolla,BB|false,0
2,debdebe,FF|true,1
2,depne,FF|true,2
2,dersxana,BB|true,2
2,derwaza,BB|true,0
2,derya,FB|true,2
2,desmaye,BF|true,0
2,dewa,FB|true,2
2,diploma,BB|false,1
2,dorixana,BB|false,1
2,doxturxana,BB|false,0
2,doza,BB|false,1
2,du'a,BB|false,1
2,duniya,BB|false,0
2,dunya,BB|false,1
2,démokratiye,BF|false,0
2,düshenbe,FF|false,0
2,edliye,FF|true,1
2,ehdiname,BF|true,2
2,ela,FB|true,1
2,elchixana,BB|true,1
2,en'ene,FF|true,0
2,endishe,FF|true,1
2,epsane,BF|true,2
2,erebche,FF|true,2
2,eslihe,FF|true,0
2,eslime,FF|true,0
2,esra,FB|true,0
2,ete,FF|true,1
2,exletxana,BB|true,1
2,eyibname,BF|true,1
2,eza,FB|true,0
2,figura,BB|false,0
2,forma,BB|false,2
2,formula,BB|false,0
2,fédératsiye,BF|true,0
2,gazarma,BB|true,2
2,geme,FF|true,0
2,gende,FF|true,0
2,ghalcha,BB|true,2
2,ghaye,BF|true,2
2,ghelbe,FF|true,1
2,ghelibe,FF|true,1
2,ghora,BB|false,0
2,ghulghula,BB|false,1
2,ghulja,BB|false,1
2,gundixana,BB|false,0
2,guruppa,BB|false,1
2,guwahname,BF|false,0
2,gézitxana,BB|true,0
2,güldürme,FF|false,1
2,gülxana,BB|false,0
2,hadise,BF|true,0
2,hajetxana,BB|true,2
2,hamile,BF|true,1
2,harwa,BB|true,1
2,hasa,BB|true,2
2,hawale,BF|true,2
2,hediye,FF|true,2
2,hemshire,FF|true,2
2,hemze,FF|true,0
2,hepte,FF|true,2
2,here,FF|true,2
2,hesse,FF|true,2
2,heywe,FF|true,0
2,hikaye,BF|true,0
2,himaye,BF|true,2
2,hoyla,BB|false,2
2,hékaye,BF|true,2
2,hüjeyre,FF|false,2
2,i'ane,BF|true,2
2,ibadetxana,BB|true,1
2,ibare,BF|true,1
2,idare,BF|true,2
2,ijare,BF|true,0
2,ijazetname,BF|true,0
2,ilawe,BF|true,2
2,ipade,BF|true,1
2,iskenje,FF|true,0
2,ispatname,BF|true,0
2,istansa,BB|true,1
2,jakarname,BF|true,1
2,jame,BF|true,1
2,jangza,BB|true,2
2,jaza,BB|true,0
2,jerimane,BF|true,0
2,jezire,FF|true,2
2,jughlanma,BB|false,1
2,jughrapiye,BF|false,1
2,juwawa,BB|false,0
2,kafédra,BB|true,1
2,kala,BB|true,1
2,kalla,BB|true,1
2,kaloriye,BF|false,1
2,kana,BB|true,0
2,kapaletname,BF|true,2
2,karta,BB|true,2
2,karxana,BB|true,1
2,kashila,BB|true,1
2,kassa,BB|true,1
2,katégoriye,BF|false,0
2,kawapxana,BB|true,0
2,kepe,FF|true,0
2,kinaye,BF|true,1
2,kinoxana,BB|false,1
2,kitabxana,BB|true,1
2,kommuna,BB|false,0
2,kompaniye,BF|false,1
2,komédiye,BF|false,2
2,konsulxana,BB|false,2
2,kopiye,BF|false,2
2,koza,BB|false,0
2,kutupxana,BB|false,1
2,kélishimname,BF|true,0
2,kömürxana,BB|false,2
2,körgezme,FF|false,2
2,körgezmixana,BB|false,1
2,körsetme,FF|false,1
2,kötüre,FF|false,2
2,küshende,FF|false,0
2,kütüpxana,BB|false,0
2,laboratoriye,BF|false,0
2,lale,BF|true,0
2,lama,BB|true,0
2,lata,BB|true,0
2,lawa,BB|true,0
2,layihe,BF|true,2
2,laza,BB|true,1
2,lehze,FF|true,1
2,lexme,FF|true,1
2,maliye,BF|true,0
2,manta,BB|true,2
2,maqale,BF|true,2
2,mashina,BB|true,1
2,mashna,BB|true,0
2,massa,BB|true,2
2,maysa,BB|true,0
2,medhiye,FF|true,1
2,mehelle,FF|true,0
2,mejlisxana,BB|true,1
2,mejmu'e,BF|false,2
2,menbe,FF|true,2
2,mepkure,BF|false,2
